UID,date,count,lat,lon,cumsum,gf
84018005,2020-02-21,0,39.20744865,-85.89558181,0, 0.000
84018011,2020-02-21,0,40.0509304,-86.46841646,0, 0.000
84018019,2020-02-21,0,38.48015445,-85.70510334,0, 0.000
84018031,2020-02-21,0,39.30712658,-85.50087166,0, 0.000
84018043,2020-02-21,0,38.32117957,-85.90385377,0, 0.000
84018047,2020-02-21,0,39.4142482,-85.06062647,0, 0.000
84018057,2020-02-21,0,40.07306535,-86.05244729,0, 0.000
84018059,2020-02-21,0,39.82304555,-85.77566351,0, 0.000
84018063,2020-02-21,0,39.76719009,-86.51037283,0, 0.000
84018081,2020-02-21,0,39.48994426,-86.10149107,0, 0.000
84018089,2020-02-21,0,41.41874274,-87.38277575,0, 0.000
84018095,2020-02-21,0,40.16143691,-85.71964711,0, 0.000
84018097,2020-02-21,0,39.78163624,-86.13826325,0, 0.000
84018105,2020-02-21,0,39.16130004,-86.52414358,0, 0.000
84018109,2020-02-21,0,39.47899078,-86.44573375,0, 0.000
84018127,2020-02-21,0,41.45986947,-87.06848888,0, 0.000
84018137,2020-02-21,0,39.10235626,-85.26212744,0, 0.000
84018141,2020-02-21,0,41.61756781,-86.29040834,0, 0.000
84019103,2020-02-21,0,41.67169354,-91.58754744,0, 0.000
84019113,2020-02-21,0,42.07923082,-91.59809485,0, 0.000
84019139,2020-02-21,0,41.48370744,-91.11216970000001,0, 0.000
84019153,2020-02-21,0,41.68679484,-93.57767461,0, 0.000
84019163,2020-02-21,0,41.63935978,-90.61959493,0, 0.000
84019183,2020-02-21,0,41.33577126,-91.71725711,0, 0.000
84020091,2020-02-21,0,38.88548175,-94.82250877,0, 0.000
84020173,2020-02-21,0,37.6842718,-97.4608198,0, 0.000
84020209,2020-02-21,0,39.11727348,-94.76378225,0, 0.000
84021059,2020-02-21,0,37.73028906,-87.09019479999999,0, 0.000
84021067,2020-02-21,0,38.0368225,-84.45576892,0, 0.000
84021111,2020-02-21,0,38.18664655,-85.65931031,0, 0.000
84022001,2020-02-21,0,30.295064899999996,-92.41419698,0, 0.000
84022005,2020-02-21,0,30.20406249,-90.91328409999998,0, 0.000
84022007,2020-02-21,0,29.89946234,-91.06461642,0, 0.000
84022015,2020-02-21,0,32.67932307,-93.60460152,0, 0.000
84022017,2020-02-21,0,32.57991587,-93.88375652,0, 0.000
84022019,2020-02-21,0,30.22931235,-93.35400434,0, 0.000
84022031,2020-02-21,0,32.05457447,-93.74130302,0, 0.000
84022033,2020-02-21,0,30.53842039,-91.09777565,0, 0.000
84022045,2020-02-21,0,29.86803617,-91.75871777,0, 0.000
84022047,2020-02-21,0,30.25734305,-91.3499598,0, 0.000
84022051,2020-02-21,0,29.74075478,-90.11115756,0, 0.000
84022055,2020-02-21,0,30.2049055,-92.06959876,0, 0.000
84022057,2020-02-21,0,29.52470226,-90.40976986,0, 0.000
84022063,2020-02-21,0,30.44143993,-90.73061664,0, 0.000
84022071,2020-02-21,0,30.06971951,-89.92660315,0, 0.000
84022073,2020-02-21,0,32.47645559,-92.15704172,0, 0.000
84022075,2020-02-21,0,29.42245447,-89.60322085,0, 0.000
84022079,2020-02-21,0,31.19778499,-92.52997303,0, 0.000
84022087,2020-02-21,0,29.87761636,-89.51887093,0, 0.000
84022089,2020-02-21,0,29.90709658,-90.35555967,0, 0.000
84022093,2020-02-21,0,30.02531716,-90.80212061,0, 0.000
84022095,2020-02-21,0,30.12597499,-90.4753503,0, 0.000
84022097,2020-02-21,0,30.59724262,-92.00135806,0, 0.000
84022099,2020-02-21,0,30.13112107,-91.61403569,0, 0.000
84022101,2020-02-21,0,29.69262097,-91.44702164,0, 0.000
84022103,2020-02-21,0,30.40942847,-89.95642711,0, 0.000
84022105,2020-02-21,0,30.62888673,-90.40664996,0, 0.000
84022109,2020-02-21,0,29.37343766,-90.82626855,0, 0.000
84022117,2020-02-21,0,30.85288548,-90.03866652,0, 0.000
84023005,2020-02-21,0,43.8370751,-70.37226999,0, 0.000
84023031,2020-02-21,0,43.47808377,-70.71052375,0, 0.000
84024003,2020-02-21,0,39.00670238,-76.60329337,0, 0.000
84024005,2020-02-21,0,39.45784712,-76.62911955,0, 0.000
84024013,2020-02-21,0,39.56453592,-77.02373735,0, 0.000
84024017,2020-02-21,0,38.51092331,-76.98580666,0, 0.000
84024021,2020-02-21,0,39.47296601,-77.39999394,0, 0.000
84024025,2020-02-21,0,39.55010644,-76.30775940000001,0, 0.000
84024027,2020-02-21,0,39.25305293,-76.93126208,0, 0.000
84024031,2020-02-21,0,39.13676329,-77.20358245,0, 0.000
84024033,2020-02-21,0,38.83070039,-76.8496441,0, 0.000
84024510,2020-02-21,0,39.30211911,-76.61151012,0, 0.000
84025001,2020-02-21,0,41.72980578,-70.28854339,0, 0.000
84025003,2020-02-21,0,42.37428441,-73.20524838,0, 0.000
84025005,2020-02-21,0,41.79228404,-71.10872211,0, 0.000
84025009,2020-02-21,0,42.6687626,-70.94687179,0, 0.000
84025011,2020-02-21,0,42.58119713,-72.58602547,0, 0.000
84025013,2020-02-21,0,42.13440424,-72.63235561,0, 0.000
84025015,2020-02-21,0,42.33997957,-72.65898478,0, 0.000
84025017,2020-02-21,0,42.48607732,-71.39049229,0, 0.000
84025021,2020-02-21,0,42.16073095,-71.20530408,0, 0.000
84025023,2020-02-21,0,41.94070556,-70.80802823,0, 0.000
84025025,2020-02-21,1,42.327951399999996,-71.07850442,21, 1.000
84025027,2020-02-21,0,42.35026951,-71.90493363,0, 0.000
84026021,2020-02-21,0,41.95447397,-86.41313079999999,0, 0.000
84026037,2020-02-21,0,42.94400871,-84.60145248,0, 0.000
84026049,2020-02-21,0,43.02244215,-83.70589709,0, 0.000
84026065,2020-02-21,0,42.59716886,-84.37472069,0, 0.000
84026075,2020-02-21,0,42.24807035,-84.42258681,0, 0.000
84026077,2020-02-21,0,42.24542231,-85.53038622,0, 0.000
84026081,2020-02-21,0,43.03197711,-85.54934642,0, 0.000
84026087,2020-02-21,0,43.09052506,-83.22153148,0, 0.000
84026093,2020-02-21,0,42.60302282,-83.91297209,0, 0.000
84026099,2020-02-21,0,42.69158356,-82.92752801,0, 0.000
84026115,2020-02-21,0,41.92734151,-83.53749864,0, 0.000
84026125,2020-02-21,0,42.66090111,-83.38595416,0, 0.000
84026145,2020-02-21,0,43.33433923,-84.05131209999999,0, 0.000
84026147,2020-02-21,0,42.92655373,-82.67937954,0, 0.000
84026161,2020-02-21,0,42.253105,-83.83853204,0, 0.000
84026163,2020-02-21,0,42.28098405,-83.281255,0, 0.000
84027037,2020-02-21,0,44.67172617,-93.06299363,0, 0.000
84027053,2020-02-21,0,45.00761521,-93.47694895,0, 0.000
84027109,2020-02-21,0,44.00374114,-92.40209944,0, 0.000
84027123,2020-02-21,0,45.01625271,-93.09872295,0, 0.000
84027163,2020-02-21,0,45.03864533,-92.88429635,0, 0.000
84028033,2020-02-21,0,34.87625235,-89.99091418,0, 0.000
84028035,2020-02-21,0,31.18961454,-89.25832496,0, 0.000
84028047,2020-02-21,0,30.51359752,-89.12467576,0, 0.000
84028049,2020-02-21,0,32.2656285,-90.44435448,0, 0.000
84028059,2020-02-21,0,30.54020656,-88.64184064,0, 0.000
84028075,2020-02-21,0,32.40419769,-88.66229662,0, 0.000
84028089,2020-02-21,0,32.63389156,-90.03513564,0, 0.000
84028109,2020-02-21,0,30.77090935,-89.58677275,0, 0.000
84028121,2020-02-21,0,32.26469147,-89.94537876,0, 0.000
84029019,2020-02-21,0,38.99186229,-92.30723575,0, 0.000
84029077,2020-02-21,0,37.2575872,-93.34230916,0, 0.000
84029095,2020-02-21,0,39.01002188,-94.34724536,0, 0.000
84029099,2020-02-21,0,38.25926778,-90.53870896,0, 0.000
84029183,2020-02-21,0,38.77875681,-90.66662425,0, 0.000
84029189,2020-02-21,0,38.63770039999999,-90.4458375,0, 0.000
84029510,2020-02-21,0,38.63555736,-90.24349225,0, 0.000
84030031,2020-02-21,0,45.54486106,-111.1692571,0, 0.000
84031055,2020-02-21,0,41.29518299,-96.15085305,0, 0.000
84031079,2020-02-21,0,40.87257079,-98.50218293,0, 0.000
84032003,2020-02-21,0,36.21458855,-115.0130241,0, 0.000
84032031,2020-02-21,0,40.66562265,-119.6631594,0, 0.000
84033011,2020-02-21,0,42.91537785,-71.7200253,0, 0.000
84033015,2020-02-21,0,42.98499744,-71.12883377,0, 0.000
84034001,2020-02-21,0,39.47538693,-74.65848483,0, 0.000
84034003,2020-02-21,0,40.96010917,-74.07164325,0, 0.000
84034005,2020-02-21,0,39.87681124,-74.66927768,0, 0.000
84034007,2020-02-21,0,39.80343818,-74.96388753,0, 0.000
84034009,2020-02-21,0,39.15008829,-74.80170244,0, 0.000
84034011,2020-02-21,0,39.37199394,-75.10712559,0, 0.000
84034013,2020-02-21,0,40.78681335,-74.24657979,0, 0.000
84034015,2020-02-21,0,39.71581067,-75.13995546,0, 0.000
84034017,2020-02-21,0,40.73766234,-74.07515667,0, 0.000
84034019,2020-02-21,0,40.56335249,-74.91284156,0, 0.000
84034021,2020-02-21,0,40.28047017,-74.70479631,0, 0.000
84034023,2020-02-21,0,40.43629879,-74.41426991,0, 0.000
84034025,2020-02-21,0,40.26549699,-74.22240686,0, 0.000
84034027,2020-02-21,0,40.86095313,-74.54553709999999,0, 0.000
84034029,2020-02-21,0,39.8895449,-74.28089251,0, 0.000
84034031,2020-02-21,0,41.03238628,-74.29954144,0, 0.000
84034035,2020-02-21,0,40.56465737,-74.61683016,0, 0.000
84034037,2020-02-21,0,41.13891592,-74.69118243,0, 0.000
84034039,2020-02-21,0,40.65835409,-74.30680092,0, 0.000
84034041,2020-02-21,0,40.85951833,-74.99556527,0, 0.000
84035001,2020-02-21,0,35.05163625,-106.6703554,0, 0.000
84035031,2020-02-21,0,35.580077200000005,-108.262245,0, 0.000
84035043,2020-02-21,0,35.68862401,-106.86878030000001,0, 0.000
84035045,2020-02-21,0,36.50838318,-108.32043700000001,0, 0.000
84035049,2020-02-21,0,35.50708973,-105.9774716,0, 0.000
84036001,2020-02-21,0,42.60060306,-73.97723916,0, 0.000
84036007,2020-02-21,0,42.15903158,-75.81326086,0, 0.000
84036021,2020-02-21,0,42.24819348,-73.63089095,0, 0.000
84036027,2020-02-21,0,41.764860600000006,-73.74356679,0, 0.000
84036029,2020-02-21,0,42.76249024,-78.73063652,0, 0.000
84036053,2020-02-21,0,42.91653905,-75.67266639,0, 0.000
84036055,2020-02-21,0,43.14638895,-77.69322942,0, 0.000
84036059,2020-02-21,0,40.74066522,-73.58941873,0, 0.000
84036061,2020-02-21,0,40.767272600000005,-73.97152637,0, 0.000
84036063,2020-02-21,0,43.19898042,-78.74777412,0, 0.000
84036065,2020-02-21,0,43.24375382,-75.43710392,0, 0.000
84036067,2020-02-21,0,43.00491923,-76.19971155,0, 0.000
84036071,2020-02-21,0,41.40337468,-74.30240757,0, 0.000
84036079,2020-02-21,0,41.42630093,-73.74965532,0, 0.000
84036083,2020-02-21,0,42.71348136,-73.51089874,0, 0.000
84036087,2020-02-21,0,41.15027894,-74.02560498,0, 0.000
84036089,2020-02-21,0,44.4976179,-75.06550039,0, 0.000
84036091,2020-02-21,0,43.10904162,-73.86653895,0, 0.000
84036093,2020-02-21,0,42.81668777,-74.05278291,0, 0.000
84036101,2020-02-21,0,42.2689144,-77.3829924,0, 0.000
84036103,2020-02-21,0,40.88320119,-72.8012172,0, 0.000
84036105,2020-02-21,0,41.71579493,-74.76394559,0, 0.000
84036109,2020-02-21,0,42.44945765,-76.47229843,0, 0.000
84036111,2020-02-21,0,41.89027881,-74.26252104,0, 0.000
84036119,2020-02-21,0,41.16278376,-73.75741653,0, 0.000
84037025,2020-02-21,0,35.3877799,-80.55267168,0, 0.000
84037051,2020-02-21,0,35.04762133,-78.82623165,0, 0.000
84037057,2020-02-21,0,35.79115496,-80.21256572,0, 0.000
84037063,2020-02-21,0,36.03638492,-78.87608331,0, 0.000
84037067,2020-02-21,0,36.12859861,-80.25459052,0, 0.000
84037071,2020-02-21,0,35.29373559,-81.17477045,0, 0.000
84037077,2020-02-21,0,36.30337451,-78.65184241,0, 0.000
84037081,2020-02-21,0,36.07959451,-79.78824948,0, 0.000
84037119,2020-02-21,0,35.24469268,-80.8317671,0, 0.000
84037135,2020-02-21,0,36.06092947,-79.12167935,0, 0.000
84037159,2020-02-21,0,35.64003916,-80.52446628,0, 0.000
84037179,2020-02-21,0,34.98960527,-80.52955873,0, 0.000
84037183,2020-02-21,0,35.78879266,-78.65249174,0, 0.000
84038017,2020-02-21,0,46.93201724,-97.24447190000001,0, 0.000
84039017,2020-02-21,0,39.44012838,-84.57388716,0, 0.000
84039029,2020-02-21,0,40.769323730000004,-80.78094576,0, 0.000
84039035,2020-02-21,0,41.424119,-81.65918339,0, 0.000
84039041,2020-02-21,0,40.27942393,-83.00457058,0, 0.000
84039049,2020-02-21,0,39.96995815,-83.01115755,0, 0.000
84039061,2020-02-21,0,39.19673558,-84.54502924,0, 0.000
84039085,2020-02-21,0,41.69710807,-81.23676539,0, 0.000
84039089,2020-02-21,0,40.09136236,-82.48185785,0, 0.000
84039093,2020-02-21,0,41.29553751,-82.15083537,0, 0.000
84039095,2020-02-21,0,41.62101218,-83.65468618,0, 0.000
84039099,2020-02-21,0,41.01631101,-80.77287029,0, 0.000
84039103,2020-02-21,0,41.11770589,-81.899862099999993,0, 0.000
84039109,2020-02-21,0,40.0543329,-84.22871271,0, 0.000
84039113,2020-02-21,0,39.75394919,-84.29050975,0, 0.000
84039133,2020-02-21,0,41.16793482,-81.19735782,0, 0.000
84039151,2020-02-21,0,40.81482476,-81.36437305,0, 0.000
84039153,2020-02-21,0,41.12464734,-81.53123079,0, 0.000
84039155,2020-02-21,0,41.31735028,-80.76109643,0, 0.000
84040027,2020-02-21,0,35.20413532,-97.32519562,0, 0.000
84040109,2020-02-21,0,35.55140095,-97.40716948,0, 0.000
84040143,2020-02-21,0,36.11939621,-95.94013939,0, 0.000
84040147,2020-02-21,0,36.71380786,-95.90514104,0, 0.000
84041005,2020-02-21,0,45.18787398,-122.2179634,0, 0.000
84041043,2020-02-21,0,44.48899494,-122.53731540000001,0, 0.000
84041047,2020-02-21,0,44.90287942,-122.58151170000001,0, 0.000
84041051,2020-02-21,0,45.54747959,-122.4169351,0, 0.000
84041067,2020-02-21,0,45.55972701,-123.0955257,0, 0.000
84042003,2020-02-21,0,40.46809875,-79.98167747,0, 0.000
84042007,2020-02-21,0,40.6825484,-80.34921611,0, 0.000
84042011,2020-02-21,0,40.41570541,-75.92457766,0, 0.000
84042017,2020-02-21,0,40.33682119,-75.10836643,0, 0.000
84042019,2020-02-21,0,40.91152759,-79.91351055,0, 0.000
84042025,2020-02-21,0,40.91545395,-75.7068525,0, 0.000
84042029,2020-02-21,0,39.97291773,-75.74768357,0, 0.000
84042041,2020-02-21,0,40.1625372,-77.26130755,0, 0.000
84042043,2020-02-21,0,40.41377078,-76.77993242,0, 0.000
84042045,2020-02-21,0,39.91680171,-75.40243663,0, 0.000
84042069,2020-02-21,0,41.43564672,-75.60379201,0, 0.000
84042071,2020-02-21,0,40.03904563,-76.24770128,0, 0.000
84042075,2020-02-21,0,40.36680311,-76.45651841,0, 0.000
84042077,2020-02-21,0,40.6154815,-75.59435245,0, 0.000
84042079,2020-02-21,0,41.17823008,-75.98447579,0, 0.000
84042089,2020-02-21,0,41.05934058,-75.34031025,0, 0.000
84042091,2020-02-21,0,40.21053671,-75.36652296,0, 0.000
84042095,2020-02-21,0,40.75182733,-75.30471829,0, 0.000
84042101,2020-02-21,0,40.00338507,-75.1379271,0, 0.000
84042103,2020-02-21,0,41.33155042,-75.03208106,0, 0.000
84042107,2020-02-21,0,40.70497338,-76.2150785,0, 0.000
84042125,2020-02-21,0,40.19208869,-80.24582867,0, 0.000
84042129,2020-02-21,0,40.31377979999999,-79.46615476,0, 0.000
84042133,2020-02-21,0,39.9210089,-76.73040131,0, 0.000
84044003,2020-02-21,0,41.67106337,-71.57641596,0, 0.000
84044007,2020-02-21,0,41.87064746,-71.57753536,0, 0.000
84044009,2020-02-21,0,41.45961631,-71.61435303,0, 0.000
84045007,2020-02-21,0,34.51828081,-82.63959517,0, 0.000
84045013,2020-02-21,0,32.39226291,-80.72619758,0, 0.000
84045015,2020-02-21,0,33.20222596,-79.94654523,0, 0.000
84045019,2020-02-21,0,32.82487866,-79.96512315,0, 0.000
84045027,2020-02-21,0,33.66610974,-80.21647898,0, 0.000
84045045,2020-02-21,0,34.89502264,-82.37295012,0, 0.000
84045051,2020-02-21,0,33.9212828,-78.99555293,0, 0.000
84045055,2020-02-21,0,34.33988254,-80.58763164,0, 0.000
84045063,2020-02-21,0,33.89665987,-81.27146426,0, 0.000
84045079,2020-02-21,0,34.01791263,-80.90267209,0, 0.000
84045083,2020-02-21,0,34.92960077,-81.99225984,0, 0.000
84045085,2020-02-21,0,33.91826534,-80.37942316,0, 0.000
84045091,2020-02-21,0,34.97281497,-81.18085944,0, 0.000
84046099,2020-02-21,0,43.67441641,-96.7910885,0, 0.000
84047037,2020-02-21,0,36.17007426,-86.78646056,0, 0.000
84047065,2020-02-21,0,35.17670231,-85.16652245,0, 0.000
84047093,2020-02-21,0,35.99508821,-83.946354349999993,0, 0.000
84047125,2020-02-21,0,36.49609412,-87.38550661,0, 0.000
84047141,2020-02-21,0,36.14005459,-85.50646123,0, 0.000
84047147,2020-02-21,0,36.52454807,-86.87346725,0, 0.000
84047149,2020-02-21,0,35.84591405,-86.4107263,0, 0.000
84047157,2020-02-21,0,35.1864775,-89.89692423,0, 0.000
84047165,2020-02-21,0,36.46824103,-86.45917204,0, 0.000
84047187,2020-02-21,0,35.89099229,-86.89281867,0, 0.000
84047189,2020-02-21,0,36.15496772,-86.29775884,0, 0.000
84048027,2020-02-21,0,31.03736027,-97.4785025,0, 0.000
84048029,2020-02-21,0,29.44928723,-98.52019748,0, 0.000
84048039,2020-02-21,0,29.18757369,-95.44563172,0, 0.000
84048041,2020-02-21,0,30.663644800000004,-96.30205577,0, 0.000
84048061,2020-02-21,0,26.14524221,-97.48140372,0, 0.000
84048085,2020-02-21,0,33.18820114,-96.57264368,0, 0.000
84048113,2020-02-21,0,32.76670599,-96.77796049999999,0, 0.000
84048121,2020-02-21,0,33.20521901,-97.11691153,0, 0.000
84048141,2020-02-21,0,31.76980765,-106.23632749999999,0, 0.000
84048157,2020-02-21,0,29.52704478,-95.77219463,0, 0.000
84048167,2020-02-21,0,29.40167322,-94.90469073,0, 0.000
84048201,2020-02-21,0,29.85864939,-95.39339521,0, 0.000
84048209,2020-02-21,0,30.05669873,-98.02944344,0, 0.000
84048215,2020-02-21,0,26.39418217,-98.18299696,0, 0.000
84048245,2020-02-21,0,29.8832777,-94.16434171,0, 0.000
84048303,2020-02-21,0,33.61008596,-101.82047890000001,0, 0.000
84048309,2020-02-21,0,31.55255453,-97.20217694,0, 0.000
84048339,2020-02-21,0,30.30079133,-95.50572772,0, 0.000
84048355,2020-02-21,0,27.736286,-97.5433285,0, 0.000
84048423,2020-02-21,0,32.37474036,-95.27175679999999,0, 0.000
84048439,2020-02-21,0,32.77143818,-97.29101614,0, 0.000
84048453,2020-02-21,0,30.33432034,-97.78535620000001,0, 0.000
84048479,2020-02-21,0,27.7610369,-99.33237355,0, 0.000
84048491,2020-02-21,0,30.64655664,-97.60048540000001,0, 0.000
84049011,2020-02-21,0,40.99001837,-112.1139997,0, 0.000
84049035,2020-02-21,0,40.66616532,-111.92160109999999,0, 0.000
84049043,2020-02-21,0,40.86688146,-110.9535882,0, 0.000
84049049,2020-02-21,0,40.116672200000004,-111.66576620000001,0, 0.000
84049051,2020-02-21,0,40.33110236,-111.1691419,0, 0.000
84049057,2020-02-21,0,41.27116049,-111.9145117,0, 0.000
84050007,2020-02-21,0,44.46322849,-73.08359212,0, 0.000
84051013,2020-02-21,0,38.8767675,-77.10139853,0, 0.000
84051041,2020-02-21,0,37.37373208,-77.58680140000001,0, 0.000
84051059,2020-02-21,0,38.83677558,-77.27565836,0, 0.000
84051087,2020-02-21,0,37.53460572,-77.39326555,0, 0.000
84051095,2020-02-21,0,37.31156958,-76.76950618,0, 0.000
84051107,2020-02-21,0,39.08990083,-77.63481877,0, 0.000
84051153,2020-02-21,0,38.70916224,-77.48713689,0, 0.000
84051510,2020-02-21,0,38.814003,-77.08183073,0, 0.000
84051550,2020-02-21,0,36.67670048,-76.30545744,0, 0.000
84051700,2020-02-21,0,37.08166899,-76.51754109,0, 0.000
84051710,2020-02-21,0,36.89934014,-76.26420872,0, 0.000
84051760,2020-02-21,0,37.53255773,-77.47966921,0, 0.000
84051810,2020-02-21,0,36.73285734,-76.04566934,0, 0.000
84053005,2020-02-21,0,46.23946995,-119.51208340000001,0, 0.000
84053011,2020-02-21,0,45.77568046,-122.48292040000001,0, 0.000
84053021,2020-02-21,0,46.53351425,-118.9018212,0, 0.000
84053025,2020-02-21,0,47.20753737,-119.4500749,0, 0.000
84053029,2020-02-21,0,48.14713305,-122.5216407,0, 0.000
84053033,2020-02-21,1,47.49137892,-121.8346131,31, 1.000
84053035,2020-02-21,0,47.63479026,-122.6436061,0, 0.000
84053053,2020-02-21,0,47.03892768,-122.14059579999999,0, 0.000
84053057,2020-02-21,0,48.48171488,-121.766131,0, 0.000
84053061,2020-02-21,0,48.04615983,-121.7170703,0, 0.000
84053063,2020-02-21,0,47.62113146,-117.4046494,0, 0.000
84053067,2020-02-21,0,46.9291895,-122.82906559999999,0, 0.000
84053073,2020-02-21,0,48.82227976,-121.74900179999999,0, 0.000
84053077,2020-02-21,0,46.45738486,-120.73801259999999,0, 0.000
84054003,2020-02-21,0,39.46704621,-78.02414609,0, 0.000
84054039,2020-02-21,0,38.33860077,-81.52857054,0, 0.000
84054061,2020-02-21,0,39.63218457,-80.04766838,0, 0.000
84055025,2020-02-21,0,43.06601594,-89.41733797,0, 0.000
84055059,2020-02-21,0,42.57639354,-88.04051686,0, 0.000
84055079,2020-02-21,0,43.00486062,-87.96733172,0, 0.000
84055089,2020-02-21,0,43.38352225,-87.94625009,0, 0.000
84055101,2020-02-21,0,42.74753117,-88.05941254,0, 0.000
84055131,2020-02-21,0,43.36863664,-88.22974712,0, 0.000
84055133,2020-02-21,0,43.01833055,-88.30431188,0, 0.000
84070003,2020-02-21,0,39.0997,-94.5786,0, 0.000
84001017,2020-02-22,0,32.91360079,-85.39072749,0, 0.000
84001073,2020-02-22,0,33.55554728,-86.89506300000001,0, 0.000
84001081,2020-02-22,0,32.60154883,-85.35132246,0, 0.000
84001089,2020-02-22,0,34.76327133,-86.55069633,0, 0.000
84001097,2020-02-22,0,30.78472347,-88.20842409,0, 0.000
84001101,2020-02-22,0,32.2206831,-86.20969272,0, 0.000
84001117,2020-02-22,0,33.26879845,-86.66232561,0, 0.000
84001125,2020-02-22,0,33.28726072,-87.52556818,0, 0.000
84001127,2020-02-22,0,33.80270512,-87.30027177,0, 0.000
84002020,2020-02-22,0,61.14998174,-149.14269860000002,0, 0.000
84002090,2020-02-22,0,64.80726247,-146.5692662,0, 0.000
84004001,2020-02-22,0,35.39465006,-109.4892383,0, 0.000
84004005,2020-02-22,0,35.83883429,-111.77071780000001,0, 0.000
84004013,2020-02-22,1,33.34835867,-112.49181540000001,28, 1.000
84004017,2020-02-22,0,35.3997715,-110.3218983,0, 0.000
84004019,2020-02-22,0,32.0971334,-111.7890033,0, 0.000
84004021,2020-02-22,0,32.90525627,-111.3449483,0, 0.000
84005023,2020-02-22,0,35.53864922,-92.02640019,0, 0.000
84005035,2020-02-22,0,35.21247318,-90.30839406,0, 0.000
84005051,2020-02-22,0,34.57692074,-93.14921604,0, 0.000
84005069,2020-02-22,0,34.26767081,-91.92619839,0, 0.000
84005119,2020-02-22,0,34.77054088,-92.31355101,0, 0.000
84006001,2020-02-22,0,37.64629437,-121.8929271,0, 0.000
84006013,2020-02-22,0,37.91923498,-121.9289527,0, 0.000
84006019,2020-02-22,0,36.75733899,-119.6466953,0, 0.000
84006025,2020-02-22,0,33.0393082,-115.36690420000001,0, 0.000
84006029,2020-02-22,0,35.34329425,-118.72777959999999,0, 0.000
84006037,2020-02-22,1,34.30828379,-118.22824109999999,28, 1.000
84006041,2020-02-22,0,38.07122463,-122.72106310000001,0, 0.000
84006053,2020-02-22,0,36.21862405,-121.24133970000001,0, 0.000
84006059,2020-02-22,1,33.70147516,-117.76459979999998,28, 1.000
84006061,2020-02-22,0,39.06167234,-120.72405690000001,0, 0.000
84006065,2020-02-22,0,33.74314981,-115.9933578,0, 0.000
84006067,2020-02-22,1,38.45106826,-121.34253740000001,2, 1.000
84006071,2020-02-22,0,34.84060306,-116.1774685,0, 0.000
84006073,2020-02-22,2,33.03484597,-116.73653259999999,22, 1.000
84006075,2020-02-22,0,37.75215114,-122.43856720000001,0, 0.000
84006077,2020-02-22,0,37.93433732,-121.2730061,0, 0.000
84006079,2020-02-22,0,35.38822029,-120.4039028,0, 0.000
84006081,2020-02-22,0,37.422880799999994,-122.32755459999998,0, 0.000
84006083,2020-02-22,0,34.65329488,-120.0188492,0, 0.000
84006085,2020-02-22,2,37.23104908,-121.6970462,43, 1.000
84006087,2020-02-22,0,37.05580291,-122.0066524,0, 0.000
84006095,2020-02-22,0,38.26827353,-121.9357113,0, 0.000
84006097,2020-02-22,0,38.52746429,-122.88625060000001,0, 0.000
84006099,2020-02-22,0,37.55862499,-120.9970722,0, 0.000
84006107,2020-02-22,0,36.22026558,-118.8020203,0, 0.000
84006111,2020-02-22,0,34.44465746,-119.09106129999999,0, 0.000
84006113,2020-02-22,0,38.68278902,-121.90182879999999,0, 0.000
84008001,2020-02-22,0,39.87432092,-104.3362578,0, 0.000
84008005,2020-02-22,0,39.64977461,-104.33536170000001,0, 0.000
84008013,2020-02-22,0,40.09313619,-105.3546767,0, 0.000
84008031,2020-02-22,0,39.76018276,-104.87256950000001,0, 0.000
84008035,2020-02-22,0,39.33133796,-104.930001,0, 0.000
84008037,2020-02-22,0,39.62754308,-106.6933637,0, 0.000
84008041,2020-02-22,0,38.83240149,-104.5251411,0, 0.000
84008051,2020-02-22,0,38.66611652,-107.0320729,0, 0.000
84008059,2020-02-22,0,39.58635604,-105.2517692,0, 0.000
84008069,2020-02-22,0,40.66671597,-105.4625784,0, 0.000
84008117,2020-02-22,0,39.63803232,-106.1150762,0, 0.000
84008123,2020-02-22,0,40.55499405,-104.39296209999999,0, 0.000
84009001,2020-02-22,0,41.26809896,-73.3881171,0, 0.000
84009003,2020-02-22,0,41.80283011,-72.73103891,0, 0.000
84009005,2020-02-22,0,41.7937534,-73.2451475,0, 0.000
84009007,2020-02-22,0,41.45949668,-72.53714864,0, 0.000
84009009,2020-02-22,0,41.408032500000004,-72.93620426,0, 0.000
84009011,2020-02-22,0,41.48896435,-72.10430976,0, 0.000
84009013,2020-02-22,0,41.85853803,-72.3308481,0, 0.000
84010001,2020-02-22,0,39.08646628,-75.56884914,0, 0.000
84010003,2020-02-22,0,39.57992638,-75.64054974,0, 0.000
84010005,2020-02-22,0,38.66143781,-75.39031349,0, 0.000
84011001,2020-02-22,0,38.90417773,-77.01655992,0, 0.000
84012001,2020-02-22,0,29.67866525,-82.35928158,0, 0.000
84012009,2020-02-22,0,28.29409504,-80.73091022,0, 0.000
84012011,2020-02-22,0,26.15184651,-80.48725556,0, 0.000
84012015,2020-02-22,0,26.90131002,-81.92949121,0, 0.000
84012019,2020-02-22,0,29.98319144,-81.85609986,0, 0.000
84012021,2020-02-22,0,26.11091986,-81.34687065,0, 0.000
84012031,2020-02-22,0,30.33225875,-81.66976468,0, 0.000
84012033,2020-02-22,0,30.67652764,-87.372845710000007,0, 0.000
84012057,2020-02-22,0,27.9276559,-82.32013172,0, 0.000
